Time	Channel A	Channel B
(ms)	(V)	(V)

-10.00016741	-0.09521775	-0.22220530
-9.99984741	-0.09521775	-0.22220530
-9.99952741	-0.09521775	-0.22220530
-9.99920741	-0.09521775	-0.22220530
-9.99888741	-0.09521775	-0.22220530
-9.99856741	-0.09521775	-0.22220530
-9.99824741	-0.09521775	-0.22220530
-9.99792741	-0.09521775	-0.22220530
-9.99760741	-0.09521775	-0.22220530
-9.99728741	-0.09521775	-0.22220530
-9.99696741	-0.09521775	-0.22220530
-9.99664741	-0.09521775	-0.22220530
-9.99632741	-0.09521775	-0.22220530
-9.99600741	-0.09521775	-0.22220530
-9.99568741	-0.09521775	-0.22220530
-9.99536741	-0.09521775	-0.22220530
-9.99504741	-0.09521775	-0.22220530
-9.99472741	-0.09521775	-0.22220530
-9.99440741	-0.09521775	-0.22220530
-9.99408741	-0.09521775	-0.22220530
-9.99376741	-0.09521775	-0.22220530
-9.99344741	-0.09521775	-0.22220530
-9.99312741	-0.09521775	-0.22220530
-9.99280741	-0.09521775	-0.22220530
-9.99248741	-0.08728294	-0.22220530
-9.99216741	-0.09521775	-0.21427050
-9.99184741	-0.09521775	-0.22220530
-9.99152741	-0.09521775	-0.22220530
-9.99120741	-0.09521775	-0.22220530
-9.99088741	-0.09521775	-0.22220530
-9.99056741	-0.09521775	-0.22220530
-9.99024741	-0.09521775	-0.22220530
-9.98992741	-0.09521775	-0.22220530
-9.98960741	-0.09521775	-0.22220530
-9.98928741	-0.09521775	-0.22220530
-9.98896741	-0.09521775	-0.22220530
-9.98864741	-0.09521775	-0.22220530
-9.98832741	-0.09521775	-0.22220530
-9.98800741	-0.09521775	-0.22220530
-9.98768741	-0.08728294	-0.22220530
-9.98736741	-0.08728294	-0.22220530
-9.98704741	-0.08728294	-0.22220530
-9.98672741	-0.08728294	-0.21427050
-9.98640741	-0.08728294	-0.22220530
-9.98608741	-0.08728294	-0.22220530
-9.98576741	-0.08728294	-0.21427050
-9.98544741	-0.08728294	-0.22220530
-9.98512741	-0.08728294	-0.22220530
-9.98480741	-0.08728294	-0.21427050
-9.98448741	-0.08728294	-0.21427050
-9.98416741	-0.08728294	-0.21427050
-9.98384741	-0.08728294	-0.21427050
-9.98352741	-0.08728294	-0.21427050
-9.98320741	-0.09521775	-0.21427050
-9.98288741	-0.08728294	-0.21427050
-9.98256741	-0.08728294	-0.21427050
-9.98224741	-0.08728294	-0.21427050
-9.98192741	-0.08728294	-0.21427050
-9.98160741	-0.08728294	-0.22220530
-9.98128741	-0.08728294	-0.21427050
-9.98096741	-0.08728294	-0.21427050
-9.98064741	-0.08728294	-0.21427050
-9.98032741	-0.08728294	-0.21427050
-9.98000741	-0.08728294	-0.21427050
-9.97968741	-0.08728294	-0.21427050
-9.97936741	-0.08728294	-0.21427050
-9.97904741	-0.08728294	-0.21427050
-9.97872741	-0.08728294	-0.21427050
-9.97840741	-0.08728294	-0.21427050
-9.97808741	-0.08728294	-0.21427050
-9.97776741	-0.08728294	-0.21427050
-9.97744741	-0.08728294	-0.21427050
-9.97712741	-0.08728294	-0.21427050
-9.97680741	-0.08728294	-0.21427050
-9.97648741	-0.08728294	-0.21427050
-9.97616741	-0.08728294	-0.21427050
-9.97584741	-0.08728294	-0.21427050
-9.97552741	-0.08728294	-0.21427050
-9.97520741	-0.08728294	-0.21427050
-9.97488741	-0.08728294	-0.21427050
-9.97456741	-0.08728294	-0.21427050
-9.97424741	-0.08728294	-0.21427050
-9.97392741	-0.08728294	-0.21427050
-9.97360741	-0.08728294	-0.21427050
-9.97328741	-0.08728294	-0.21427050
-9.97296741	-0.08728294	-0.21427050
-9.97264741	-0.08728294	-0.21427050
-9.97232741	-0.08728294	-0.21427050
-9.97200741	-0.08728294	-0.21427050
-9.97168741	-0.08728294	-0.21427050
-9.97136741	-0.08728294	-0.21427050
-9.97104741	-0.08728294	-0.21427050
-9.97072741	-0.08728294	-0.21427050
-9.97040741	-0.08728294	-0.21427050
-9.97008741	-0.08728294	-0.21427050
-9.96976741	-0.08728294	-0.21427050
-9.96944741	-0.08728294	-0.21427050
-9.96912741	-0.08728294	-0.21427050
-9.96880741	-0.08728294	-0.21427050
-9.96848741	-0.08728294	-0.21427050
-9.96816741	-0.08728294	-0.21427050
-9.96784741	-0.08728294	-0.21427050
-9.96752741	-0.08728294	-0.21427050
-9.96720741	-0.07934812	-0.21427050
-9.96688741	-0.08728294	-0.21427050
-9.96656741	-0.08728294	-0.21427050
-9.96624741	-0.07934812	-0.21427050
-9.96592741	-0.08728294	-0.21427050
