Time	Channel A	Channel B
(ms)	(V)	(V)

-100.00000894	0.24600970	0.23807490
-99.99744894	0.24600970	0.23014010
-99.99488894	0.24600970	0.23014010
-99.99232894	0.24600970	0.23807490
-99.98976894	0.24600970	0.23014010
-99.98720894	0.24600970	0.23014010
-99.98464894	0.24600970	0.23807490
-99.98208894	0.24600970	0.23014010
-99.97952894	0.24600970	0.23807490
-99.97696894	0.24600970	0.23807490
-99.97440894	0.24600970	0.23807490
-99.97184894	0.24600970	0.23014010
-99.96928894	0.24600970	0.23014010
-99.96672894	0.24600970	0.23807490
-99.96416894	0.24600970	0.23807490
-99.96160894	0.24600970	0.23807490
-99.95904894	0.24600970	0.23807490
-99.95648894	0.24600970	0.23807490
-99.95392894	0.24600970	0.23014010
-99.95136894	0.24600970	0.23807490
-99.94880894	0.24600970	0.23014010
-99.94624894	0.24600970	0.23807490
-99.94368894	0.24600970	0.23807490
-99.94112894	0.24600970	0.23807490
-99.93856894	0.24600970	0.23807490
-99.93600894	0.24600970	0.23807490
-99.93344894	0.24600970	0.23807490
-99.93088894	0.24600970	0.23807490
-99.92832894	0.24600970	0.23807490
-99.92576894	0.24600970	0.23807490
-99.92320894	0.24600970	0.23807490
-99.92064894	0.24600970	0.23807490
-99.91808894	0.24600970	0.23807490
-99.91552894	0.24600970	0.23807490
-99.91296894	0.24600970	0.23807490
-99.91040894	0.24600970	0.23807490
-99.90784894	0.24600970	0.23807490
-99.90528894	0.24600970	0.23807490
-99.90272894	0.24600970	0.23807490
-99.90016894	0.24600970	0.23807490
-99.89760894	0.24600970	0.23807490
-99.89504894	0.24600970	0.23807490
-99.89248894	0.24600970	0.23807490
-99.88992894	0.24600970	0.23807490
-99.88736894	0.24600970	0.23807490
-99.88480894	0.24600970	0.23807490
-99.88224894	0.24600970	0.23807490
-99.87968894	0.24600970	0.23807490
-99.87712894	0.24600970	0.23807490
-99.87456894	0.24600970	0.23807490
-99.87200894	0.24600970	0.23807490
-99.86944894	0.24600970	0.23807490
-99.86688894	0.24600970	0.23807490
-99.86432894	0.24600970	0.23807490
-99.86176894	0.24600970	0.23807490
-99.85920894	0.24600970	0.23807490
-99.85664894	0.24600970	0.23807490
-99.85408894	0.24600970	0.23807490
-99.85152894	0.24600970	0.23807490
-99.84896894	0.24600970	0.23807490
-99.84640894	0.24600970	0.23807490
-99.84384894	0.24600970	0.23807490
-99.84128894	0.24600970	0.23807490
-99.83872894	0.24600970	0.23807490
-99.83616894	0.24600970	0.23807490
-99.83360894	0.24600970	0.23807490
-99.83104894	0.24600970	0.23807490
-99.82848894	0.24600970	0.23807490
-99.82592894	0.24600970	0.23807490
-99.82336894	0.24600970	0.23807490
-99.82080894	0.24600970	0.23807490
-99.81824894	0.24600970	0.23807490
-99.81568894	0.24600970	0.23807490
-99.81312894	0.24600970	0.23807490
-99.81056894	0.24600970	0.23807490
-99.80800894	0.24600970	0.23807490
-99.80544894	0.24600970	0.23807490
-99.80288894	0.24600970	0.23807490
-99.80032894	0.24600970	0.23807490
-99.79776894	0.24600970	0.23807490
-99.79520894	0.24600970	0.23807490
-99.79264894	0.24600970	0.23807490
-99.79008894	0.24600970	0.23807490
-99.78752894	0.24600970	0.23807490
-99.78496894	0.24600970	0.23807490
-99.78240894	0.24600970	0.23807490
-99.77984894	0.24600970	0.23807490
-99.77728894	0.24600970	0.23807490
-99.77472894	0.24600970	0.23807490
-99.77216894	0.24600970	0.23807490
-99.76960894	0.24600970	0.23807490
-99.76704894	0.25394450	0.23807490
-99.76448894	0.24600970	0.23807490
-99.76192894	0.24600970	0.23807490
-99.75936894	0.24600970	0.23807490
-99.75680894	0.24600970	0.23807490
-99.75424894	0.25394450	0.23807490
-99.75168894	0.25394450	0.23807490
-99.74912894	0.24600970	0.23807490
-99.74656894	0.24600970	0.23807490
-99.74400894	0.24600970	0.23807490
-99.74144894	0.24600970	0.23807490
-99.73888894	0.24600970	0.23807490
-99.73632894	0.24600970	0.23807490
-99.73376894	0.24600970	0.23807490
-99.73120894	0.24600970	0.23807490
-99.72864894	0.24600970	0.23807490
-99.72608894	0.25394450	0.23807490
-99.72352894	0.24600970	0.23807490
-99.72096894	0.25394450	0.23807490
-99.71840894	0.25394450	0.23807490
-99.71584894	0.25394450	0.23807490
-99.71328894	0.25394450	0.23807490
-99.71072894	0.24600970	0.23807490
-99.70816894	0.24600970	0.23807490
-99.70560894	0.24600970	0.23807490
-99.70304894	0.25394450	0.23807490
-99.70048894	0.25394450	0.23807490
-99.69792894	0.24600970	0.23807490
-99.69536894	0.25394450	0.23807490
