Time	Channel A	Channel B
(ms)	(V)	(V)

-2.49988702	0.52378920	0.08728294
-2.49980702	0.52378920	0.08728294
-2.49972702	0.52378920	0.08728294
-2.49964702	0.52378920	0.08728294
-2.49956702	0.52378920	0.08728294
-2.49948702	0.52378920	0.08728294
-2.49940702	0.52378920	0.08728294
-2.49932702	0.52378920	0.08728294
-2.49924702	0.52378920	0.08728294
-2.49916702	0.52378920	0.08728294
-2.49908702	0.52378920	0.08728294
-2.49900702	0.52378920	0.08728294
-2.49892702	0.52378920	0.08728294
-2.49884702	0.52378920	0.08728294
-2.49876702	0.52378920	0.08728294
-2.49868702	0.52378920	0.08728294
-2.49860702	0.52378920	0.08728294
-2.49852702	0.52378920	0.08728294
-2.49844702	0.52378920	0.08728294
-2.49836702	0.52378920	0.08728294
-2.49828702	0.52378920	0.08728294
-2.49820702	0.52378920	0.08728294
-2.49812702	0.52378920	0.08728294
-2.49804702	0.52378920	0.08728294
-2.49796702	0.52378920	0.08728294
-2.49788702	0.52378920	0.08728294
-2.49780702	0.52378920	0.08728294
-2.49772702	0.52378920	0.08728294
-2.49764702	0.52378920	0.08728294
-2.49756702	0.52378920	0.08728294
-2.49748702	0.52378920	0.08728294
-2.49740702	0.52378920	0.08728294
-2.49732702	0.52378920	0.08728294
-2.49724702	0.52378920	0.08728294
-2.49716702	0.52378920	0.08728294
-2.49708702	0.52378920	0.08728294
-2.49700702	0.52378920	0.08728294
-2.49692702	0.52378920	0.08728294
-2.49684702	0.52378920	0.08728294
-2.49676702	0.52378920	0.08728294
-2.49668702	0.52378920	0.08728294
-2.49660702	0.52378920	0.08728294
-2.49652702	0.52378920	0.08728294
-2.49644702	0.52378920	0.08728294
-2.49636702	0.52378920	0.08728294
-2.49628702	0.52378920	0.08728294
-2.49620702	0.52378920	0.08728294
-2.49612702	0.52378920	0.08728294
-2.49604702	0.52378920	0.08728294
-2.49596702	0.52378920	0.08728294
-2.49588702	0.52378920	0.08728294
-2.49580702	0.52378920	0.08728294
-2.49572702	0.52378920	0.08728294
-2.49564702	0.52378920	0.08728294
-2.49556702	0.52378920	0.08728294
-2.49548702	0.52378920	0.08728294
-2.49540702	0.52378920	0.08728294
-2.49532702	0.52378920	0.08728294
-2.49524702	0.52378920	0.08728294
-2.49516702	0.52378920	0.08728294
-2.49508702	0.52378920	0.08728294
-2.49500702	0.52378920	0.08728294
-2.49492702	0.52378920	0.08728294
-2.49484702	0.52378920	0.08728294
-2.49476702	0.52378920	0.08728294
-2.49468702	0.52378920	0.08728294
-2.49460702	0.52378920	0.08728294
-2.49452702	0.52378920	0.08728294
-2.49444702	0.52378920	0.08728294
-2.49436702	0.52378920	0.08728294
-2.49428702	0.52378920	0.08728294
-2.49420702	0.52378920	0.08728294
-2.49412702	0.52378920	0.08728294
-2.49404702	0.52378920	0.08728294
-2.49396702	0.52378920	0.09521775
-2.49388702	0.52378920	0.08728294
-2.49380702	0.52378920	0.08728294
-2.49372702	0.52378920	0.08728294
-2.49364702	0.52378920	0.08728294
-2.49356702	0.52378920	0.08728294
-2.49348702	0.52378920	0.09521775
-2.49340702	0.52378920	0.08728294
-2.49332702	0.52378920	0.09521775
-2.49324702	0.52378920	0.08728294
-2.49316702	0.52378920	0.08728294
-2.49308702	0.52378920	0.08728294
-2.49300702	0.52378920	0.09521775
-2.49292702	0.52378920	0.08728294
-2.49284702	0.52378920	0.09521775
-2.49276702	0.52378920	0.08728294
-2.49268702	0.52378920	0.09521775
-2.49260702	0.52378920	0.09521775
-2.49252702	0.52378920	0.09521775
-2.49244702	0.52378920	0.08728294
-2.49236702	0.52378920	0.09521775
-2.49228702	0.52378920	0.08728294
-2.49220702	0.52378920	0.09521775
-2.49212702	0.52378920	0.09521775
-2.49204702	0.52378920	0.09521775
-2.49196702	0.52378920	0.08728294
-2.49188702	0.52378920	0.09521775
-2.49180702	0.52378920	0.09521775
-2.49172702	0.52378920	0.09521775
-2.49164702	0.52378920	0.09521775
-2.49156702	0.52378920	0.09521775
-2.49148702	0.52378920	0.09521775
-2.49140702	0.52378920	0.09521775
-2.49132702	0.52378920	0.09521775
-2.49124702	0.52378920	0.09521775
-2.49116702	0.52378920	0.08728294
-2.49108702	0.52378920	0.09521775
-2.49100702	0.52378920	0.09521775
-2.49092702	0.52378920	0.09521775
-2.49084702	0.52378920	0.09521775
-2.49076702	0.52378920	0.09521775
-2.49068702	0.52378920	0.09521775
-2.49060702	0.52378920	0.09521775
-2.49052702	0.52378920	0.09521775
-2.49044702	0.52378920	0.09521775
-2.49036702	0.52378920	0.09521775
